user-name,comment-date,content,评价
匿名用户,2022年9月1日,来龙庆峡最有看头的就是坐船看高山峡谷了人称北方小漓江。龙庆峡是少有的不怎么消耗体力的景区。上山可以坐摆渡车。进景区了乘电梯上到坐船的码头。全程可以坐着欣赏风景，带老人孩子都没有问题。船中途靠岸的时候，下船可以休息，也可以... ,1
文玩微beibule,2022年8月16日,设施齐全，住着挺舒服的，房间大小刚好，隔音效果还不错体验非常好，价格公道，下次还会再来的.^?^.店里分量很足，蔬菜和肉都好大一份，吃的非常满足哈哈哈说一个细节，卫生间很干净，味道特别好，这个细节真的很戳我！！这个地方浪... ,1
931,2022年8月23日,"避暑圣地，虽然是老牌的游玩地了，但是，真凉快！
去的时候电梯坏了，穿了350米的山洞，感觉还是不一样的
冬天看冰灯，夏天避暑，秋天看红叶
小孩2岁，第一次坐船很兴奋，服务也很好，看见推车帮忙给开了门，坐船也给了方便的位置",1
爱吃的仙女97,2022年8月18日,很喜欢，当时忘记评价了，哈哈哈哈，好玩，当时是冬天去的，有冰灯展，还有好多好吃的，，人也多，祖国的大好河山真美，还会再去的，我们是自驾去的比较方便，还有一个展在一个洞穴里面，超级大，而且人也特别多，都滑着走，哈哈哈哈哈,1
匿名用户,2022年7月29日,简陋游船一人100元，航程很短游客不能自己划小船，而且不买过不了河，啥也见不着相当于白买大门票。码头周围捆绑着废旧轮胎，暴露着生满锈的铁丝，小孩子很容易摸到，扶了一下去医院花3百多打破伤风免疫球蛋白。 返程时候的滑道处，... ,0
Jrf507824385,2022年8月26日,垃圾，私人开发的吧！进去什么都要钱，坐船150元，导游放个喇叭播放，连个安全员都没有，儿童也是全票购买，抖音那些主播你们真是不是个东西，,0
RvK631170475,2022年9月1日,和家人一起去的龙庆峡 有小孩子做了游船 风景不错 其他的项目因为疫情期间没有开放 后来又爬山玩了两个小时 有机会再去,1
任文妞,2022年9月4日,因为带着好多孩子就没有去爬山，只是坐游船，滑道，领略了峡谷风情，空气确实好，夏天没有冰灯挺遗憾的。,1
雪月花时最忆君,2022年8月12日,太美啦，还凉快,1
ycm173996139,2022年7月26日,除了门票，进去后几乎每个项目都要花钱，坐个船100块一个人，咋不去抢，游船工作人员态度极其蛮横，非常没有耐心，我们早上九点开始坐船，他们刚上班半个小时就没有耐心了，而且我只是问了一遍坐哪条船，就很不耐烦声音很粗暴的说就这... ,0
P卡001,2022年8月20日,景区游船秩序超级混乱，没人管理，在疫情期间，景区工作人员毫不在乎,0
lilin2zhangkai,2022年9月2日,不错，一日游的好地方，离着延庆也不远，可以去那边骑马,1
P卡001,2022年8月20日,景区管理太差，人超级多，没人管理秩序,0
匿名用户,2022年9月6日,【环境】很破旧。一种很凄凉的感觉。,0
lilin2zhangkai,2022年9月2日,挺好的，和家人一起去玩，附近一日游的好选择,1
ioK569155910,2022年8月29日,进来四十分钟没到   本来是想爬山的 到了乘船地方 直接不让上山 只能乘船 一环一环的消费,0
ioK569155910,2022年8月29日,隐形消费  上不了山  吧进了四十分钟就下来了  体验感有点差,0
佛前那朵白莲花,2022年8月24日,凉爽，景色不错，避暑好地方，适合老人，孩子过来，乘坐游船过瘾,1
迷彩天堂914,2022年9月2日,很震撼，带孩子去很不错。,1
你比划啥,2022年8月24日,100多的门票太值啦   特别推荐滑索  主要是滑完了能坐快艇飘一下哈哈,1
迷彩天堂914,2022年9月2日,环境很好，很震撼。,1
nER503444797,2022年7月29日,风景还好，还算凉快，景区卫生环境太差，卫生间没灯没人打扫，下次不想再去，实在是不值门票钱,0
OyA466314320,2022年8月28日,很不错，遗憾的是缆车没有开，没有坐成,1
权萌萌zax,2022年6月30日,还可以，晴天风景还是很美的,1
匿名用户,2022年8月27日,有个农家菜，不好吃还贼拉贵,0
开朗的男人,2022年8月23日,还行吧，坐船感觉不错，就是坐船价格不便宜,1
wanglanhui2012,2022年8月20日,风景优美，环境很不错，有小漓江的感觉,1
匿名用户,2022年8月19日,感觉就 挺一般的，一下子就玩完了，里面的各种项目还要再花钱,0
gajtg128756,2022年8月23日,下大雨了没有去上，被破退票，后期上班没时间去,0
mapple04,2022年8月1日,一般般，感觉买的大门票，没啥用，没啥地方可转，去了就是乘船，索道和大滑梯等都没开，说是在维修，不知道78月底旅游旺季，怎么这样？不会再去了,0
开朗的男人,2022年8月10日,说实话，游船价格有点小贵，一来回一百元，没几分，景区门票倒是不贵，学生票能五折,0
郭郭晴ggq,2022年8月13日,摆渡车10元一位，坐船每人100。船停在金刚寺，必须要爬一段才行?记得之前好像不是这样,0
gajtg128756,2022年8月23日,没去上，然后就下大雨了，我被破退票,0
馋嘴辣豆,2022年8月16日,一般般，很多项目没有开，该说不说，游船是真不错，北方小桂林,1
申东升450,2022年8月1日,周末去的，人不是很多，也不少，轻松的游园，坐船观山景,1
xsG970826701,2022年7月24日,很好,1
王广明561,2022年8月22日,不错哦,1
kUu346518372,2022年8月18日,头一次去看冰灯感觉挺新鲜的,1
KZj675641719,2022年8月14日,景色不错不错很美丽，凉快凉快凉快。,1
宇宙干饭海绵宝宝,2022年8月18日,？？？。！？。我？？哦谢谢谢谢姐妹,0
开朗的男人,2022年8月10日,凑合吧，坐船有点点小贵，景区门票便宜,1
xWd544282898,2022年8月14日,因为心情，没感受到景区有什么服务！,0
nER503444797,2022年7月29日,自然风景不错?卫生环境太差，特别恶心，进去就出来了，没来得及拍照，再也不想去了，实在不值门票价格,0
匿名用户,2022年8月7日,景区环境还是不错的！就是船费稍微有点贵！,1
萍萍2241,2022年8月5日,服务太差了，美团给开发票，开完了又冲红，冲红的有无效,0
一路向北12356,2022年8月10日,好,1
一路向北12356,2022年8月10日,好,1
高志乔乔志高,2022年6月16日,山青水秀，疫情的原因，现在游客少，值得游玩,1
申东升450,2022年8月1日,还不错,1
zhk405306512,2022年7月29日,服务环境都不错，让人满意,1
mgs906007284,2022年7月25日,不买船票的话基本啥也看不到，真的不值,0
xsG970826701,2022年7月24日,特别好,1
xsG970826701,2022年7月24日,不错,1
宇宙养猪指南,2022年5月1日,门票加船票加索道人均190，但是景色很美，值票价的，超满意！！！照片无滤镜，一定要晴天去，山里很冷。,1
小草修炼中,2022年7月17日,环境不错，交通方便，周边自驾，有更多选择。,1
caufl,2022年7月20日,还可以，就是晚上有点冷，多穿点衣服,1
LH80051100,2022年7月15日,景区还不错，推荐大家来，很遗憾索道由于维修没有开,1
xiaodingding1117,2022年7月16日,挺好的,1
xiaodingding1117,2022年7月16日,挺好的,1
L・Y990,2022年5月31日,这里是真的一般般，疫情期间买个门票只能做个电梯然后就下山，美团上也不给人提示让人白跑一趟。园区服务态度也不行，差点打起来,0
oDB672836286,2022年5月3日,"无语了，当天买了票就不能出来，出来就得重新买个票？
检票的让去找咨询中心，咨询中心的推说去找检票的，踢皮球？
最无语的说辞就是出来之前要和他们说一声，咋的，当天的发票白纸黑字的写的没有用？一句话就有用了？",0
匿名用户,2022年2月3日,不吐槽路程了，因为冬奥了很多地方都有冬奥车道，堵堵必然的，从下午13:00出发-15:40到达，离龙庆峡还有3.4公里就堵了一个小时，进停车场很方便。停车场到门口大概走了20分钟-半个小时，但人真的多的吓人…但一路徒步前... ,0
遥远的绝响bj,2022年6月4日,适合小孩玩，基本不用走路。缆车，船都能坐,1
宋温柔今天也温柔,2022年6月25日,走了好远好远好远 冰灯也一般 太差了,0
小猫咪怎么知道,2022年3月31日,"环境非常独特，风格统一，就喜欢这种有格调的地方
吃饭才来评价。那会儿和我一起打卡的心上人，已经有了新人了
物是人非，山长水阔，触处思量遍
愿天高水长，各自安好。你很有趣，也很爱过，只是不适合，只是有点薄情，有点遗憾。",1
HIw411752541,2022年2月26日,地理位置非常棒，门口就是地铁站，交通非常方便，冲这一点给五星好评有非常大的落地窗，空气循环很好，条件非常不错店里空间不是很大，但布置很集中，灯光渲染也很有氛围第一次来，带着探店的想法来，点了特色饮料，蛮惊喜的，值得好评菜...,1
匿名用户,2022年6月19日,满意，风景狂特，高山流水大龙的人行隧道很有特色还来,1
honeyhaoqi,2022年5月3日,分索道和游船两个景区，个人喜欢索道景区，性价比非常高。,1
匿名用户,2022年3月24日,"「百花洞」「蹦极跳」「滑道」「溜索飞降」「鸡冠山」「划船泛舟」「神仙院」
【环境】干净
【交通】很方便
「游船」「玉渡山」「电梯」「金刚寺」「震山如来」「冰灯」
【项目】有很多很多
【餐饮】没什么而且有些小贵，想去的可以...",1
yanan0914,2022年2月3日,"可能是因为今年过年留京人多，所以去看冰灯的人也巨多，导致服务完全跟不上。首先停车场进不去，所以比较机智得把车停到了路边，推着孩子走进去，看到停车场其实是有位置的，但是为什么门口堵了半个小时车进不去，不知道。
然后是检票，...",1
iko26201996,2022年6月19日,环境不错，游玩好去处,1
ROG177008774,2022年6月19日,高，114哈哈哈,1
Gondorfu,2022年6月12日,东西挺好的，价格也实惠,1
匿名用户,2022年2月24日,第一次去一开始去的时候想象这很美好，去了以后心凉了半截，冰灯挺不错的，就是太冷了，去之前一定要多穿点，带孩子去的，适合打卡拍照，但是溜达看了也就一个小时就回来了，小吃也就那么回事吧，出锅热乎，没两分钟透心凉呀。,1
etw828458181,2022年5月3日,强烈推荐大家去玩，超级棒！！！,1
新日新月异,2022年6月2日,也就是一次性了，不会再去了，伤客户，可是培养起来却难，不知道后面谁躺枪,0
LIU1073065947,2022年6月1日,价格便宜，支持购买，美团上面就是便宜，但是现在有以前哪也去不了,1
匿名用户,2022年2月3日,从抖音看到了龙庆峡冰灯，抖音88一位，可能是习惯了美团买东西，还是美团买了花了100，真是不去后悔，去了更后悔，主要是堵车能赌到你怀疑人生。去的时候交通管制，排队两个半小时到了停车场，去的是一个临时停车场，原有的停车场停...,0
shasha4532,2022年5月8日,2012年8月份去的，人超级多，现场毫无管理。不带口罩，随地吐痰下，到处都是垃圾。等着坐船等了40min，景色很美但是商业化太严重了。不值得去!,0
litertiger,2022年6月2日,体验非常好，价格公道，下次还会再来的.^?^.,1
zs浮婴命中水,2022年5月31日,不推荐去玩，服务态度很差。再也不会去了。,0
zs浮婴命中水,2022年5月31日,景区脏乱差，没办法形容了，以后不会去。,0
oo小舞oo,2022年6月1日,还是不错的,1
燃气燃气燃气,2022年5月26日,冬天去的，着实一般啊，真的没得玩，人还多，不会再去了,0
新日新月异,2022年5月25日,没啥看的，越来越糟，管理和创意都缺,0
pengqhh,2022年5月23日,哪哪都不行，就是骗子。要不是怕别人上当，都懒得评价,0
Mr.Right41663,2022年2月5日,"先说结论：门票100个人觉得相当不划算！偏贵！
其他费用：停车20。滑道30。
原因：本来过去想爬爬山，结果冬天过去只能看冰灯和坐滑道，整体游玩时间两个小时左右，室内冰灯游览比想象的小很多！另外，沿街两侧各种卖小吃的，放...",0
匿名用户,2022年2月3日,不吐槽路程了，因为冬奥了很多地方都有冬奥车道，堵堵必然的，从下午13:00出发-15:40到达，离龙庆峡还有3.4公里就堵了一个小时，进停车场很方便。停车场到门口大概走了20分钟-半个小时，但人真的多的吓人…但一路徒步前... ,0
少年子歌,2022年5月4日,「百花洞」「蹦极跳」「滑道」「划船泛舟」「鸡冠山」「溜索飞降」「神仙院」「游船」「玉渡山」「电梯」「金刚寺」「震山如来」「冰灯」,1
L沐颖,2022年3月16日,全是冰雕，太壮观了，室内不冷，冰怎么冻住的。游览时间2小时吧，适合晚上五点以后去，多穿点，吃完饭后去正好,1
gMg719572005,2022年5月13日,方便快捷，出去玩儿买票经常买美团的。还是挺方便的。,1
wangdengkun,2022年5月7日,非常好玩的地方适合情侣和单位聚会哈,1
你要几个馒头,2022年5月3日,沿途风景跟景区差不多，开一路车偶尔停一下看看，都用不着买票去景区,1
oo小舞oo,2022年5月4日,关门太早了，下午4点之后所有项目就关了,0
WsK880695790,2022年5月5日,环境优美景色宜人安全第一下次还会关注,1
SleepCat1,2022年2月4日,龙庆峡冰灯，老资格了，一直都不错，今年还加入了冬奥元素，更加吸引人。美中不足的是春节假期，交通通畅，但到了离景区二、三公里左右，开始暴堵，这一小段路程堵了一个多小时。最后万般无奈，把车停在路边，走过去了。路上发现延庆交警...,1
oDB672836286,2022年5月3日,门口的摆渡车做了两分钟就到了，10元，第一次来的最好注意,0
涵木宝妈咪,2022年2月26日,适合冰灯打卡，多穿些衣服一个字冷?,1
西贝小木家,2022年4月7日,冰雕真是鬼斧神工，栩栩如生，而且配合灯光特别好看。里面很大，拍拍照，走走停停，需要一上午或者一下午时间，冬天还是很推荐大家来看看的。,1
匿名用户,2022年2月21日,景色不少，属性，动物，植被，山景，水景，彩灯，公用厕所，服务到位,1
于思敏o,2022年2月18日,拍照很好看，就是温度较低需要注意保暖，值得一去,1
喝酒就困,2022年2月6日,基本上就是小吃一条街的感觉。要不是在峡谷底下有几个冰雕的话，感觉这100块钱真的白花了，滑道30倒是不贵，不过由于车需要人工送回去，时间等的太长了就没有玩。另外开车去路况真的不是很好，进去的时候基本就在外头排队了一个多小...,1
qAm482474714,2022年4月23日,一般吧，票价不算便宜，里面也不算大！,1
贺ZIYI,2022年4月24日,，景区很有创意，服务到位，满意很好，,1
jnU472034323,2022年4月20日,服务一般。景区还可以。交通不是很方便。,1
tina.sun.china,2022年2月3日,千万别去，垃圾！快到时候还1.5公里就开始堵车，无奈下来走进去，进去排队～限流～排队～1个小时才进去，进去后傻眼了，这都TM啥破玩意，彩灯彩灯彩灯，一个角落仅有几个是冰雕的结果还圈起来再收费，穷疯了还是欺负别人傻？！,0
喵语者,2022年2月10日,第一次看冰灯，感觉还不错！！！当天人很多，排了很长的队！！！,1
Rbj823893641,2022年4月19日,风景很不错，和家人去过一次，和朋友去过一次,1
lihaibo0625,2022年4月11日,"晚上上去看的冰灯，灯光很漂亮
但是冰的部分相对来说不够吸引我。",1
lihaibo0625,2022年4月11日,灯光不错，冰雕不够吸引我，晚上去的不知道白天啥子意思,1
rAP634639831,2022年2月4日,冰灯非常漂亮~值得一游！就是人太多！得排好长时间,1
面包超人dp,2022年4月16日,没有往年好！没啥东西，凑合看看,0
刘某人0607,2022年4月9日,风景还不错。就是卖东西太贵，贵就贵吧还贼难吃,0
刘某人0607,2022年4月9日,风景不错，卖东西贵还特难吃，不会再买东西了,0
bail110,2022年4月5日,不错，风景很美。虽然大山“绿装”装还没穿，百花还没斗艳，也自有一番景象。,1
UEw798075227,2022年2月5日,冰灯是不错 可是那天人太多了 停车场也排队 进门也排队 进去之后人也是乌泱乌泱的 进来之后发现停车场还有很多车位 不让进车 而且车停的间距也很大 没人指挥 出门的时候也排队 就一条车道 总之还需要完善 体验不是很好,0
nHd28286330,2022年4月14日,好,1
monsteraa,2022年4月7日,还行吧，看个冰灯就出来了。别的也没啥了。,1
chen木木木木木,2022年2月3日,愉快！愉快！就是太冷了！冻得哆哆嗦嗦?,1
TNg442136156,2022年2月26日,冰灯能不能雕的好一点，这还敢要100门票？,0
rLQ168782901,2022年2月16日,我们是天黑去的，进了首道大门最好坐摆渡车，步行到景区核心有些远，往返二十元的摆渡车票，一定要穿厚一些，最好带上帽子和手套，晚上的夜景很漂亮！白天来可以玩玩一些小的游乐项目，晚上主要看夜景，游乐项目都关闭了，各有千秋吧！,1
匿名用户,2022年2月8日,冰灯不错，除了多穿衣服记得去的朋友带上暖宝宝贴哈！下了车被当地村里的人拉去吃了个饭做的口味中规中矩吧！好在有车接车送。里面有很多小吃，缺点是服务区提供热水就更好了。,1
京城御少,2022年3月13日,环境不错，时间苍促，下次再来！,1
JG珊珊妈,2022年4月1日,就一般吧和往年比没什么特殊的……..,0
liuerqingfeng,2022年1月30日,漂亮，孩子去玩嗨了！,1
匿名用户,2022年2月11日,一般般了 感觉没到预期 有点拉胯 很冷到是,0
wZy533807865,2022年2月2日,所以的心情都输在出口了，服了。停车场没有人疏通已经堵了3小时了，一动不动！！！！来的谨慎一点把车停门口，协调能力太差！！！,0
QKH713777245,2022年4月4日,满意,1
匿名用户,2022年3月23日,设施不如小时候了，是个随便溜达溜达的地方，票价有点儿小贵,0
莹莹和奇奇,2022年3月27日,环境一般，门口游街商饭在垃圾桶里捡东西,0
冰释大海,2022年3月29日,还可以，溜达的好地方，溜娃也不错。,1
莹莹和奇奇,2022年3月27日,停车场劫车拉人吃饭的小商饭太多，不安全,0
VeH967541059,2022年2月3日,人多，车多，路面的二狗非常厉害，导致交通不顺畅，绕行好久才到达。灯节里边人员比较多，灯的种类比较少，更没有看见冰灯。,0
啊活着吧,2022年2月14日,其实不进去看冰灯，在外边溜达溜达也挺好的,1
fJl241826354,2022年3月7日,穿少了 特别冷 不过很美值得去  哈哈哈哈哈哈哈,1
OUq166659705,2022年2月6日,冰灯布置的太漂亮了????。好看，强烈推荐大家去玩！很愉快的一天,1
lihaibo0625,2022年3月17日,晚上去的有点冷，人比较多，没啥可玩的项目，特别关于冰的。,0
pQr548617762,2022年3月18日,龙庆峡冰灯展，感觉一般，停车走着上去好远,0
泰霖887,2022年2月5日,设施不错，就是人多，有风险，交通不方便，堵车,1
Icesugar922,2022年2月7日,非常漂亮,1
Icesugar922,2022年2月7日,非常漂亮,1
Icesugar922,2022年2月7日,非常漂亮,1
NHJ792471237,2022年2月2日,味道好，服务好，环境好。暖和，车接车送。,1
匿名用户,2022年2月23日,一般吧，夏天去如果下雨的话，建议先别划船，等雨停了再去划船比较好。然后可以爬爬山，山顶景色不错。冬天主要是看冰灯。,1
vtQ226597045,2022年3月14日,还可以吧，和往年比没有大的进步，缺少创意,1
钢铁是炼成地,2022年3月11日,挺好的一个景点，老人，孩子都喜欢,1
匿名用户,2022年2月2日,市内下午一点半出发，到晚上八点还在门口排队，过年不想添堵的千万别去，什么疫情防控、人员限流不存在的，几斤几两自己不清楚，服务不了这么多人就别卖这么多票，堵在景区门口周围都一股子尿骚味，最差一次体验，没有之一,0
Wcc914421370,2022年1月28日,彩灯挺好看的，但是这个有点对不起门票，一百块来了就看一点这个?????????????????????????????????????????,0
钢铁是炼成地,2022年3月11日,老人孩子都挺喜欢的一个地方,1
钢铁是炼成地,2022年3月11日,挺好的，老人，孩子都挺喜欢的,1
ysn972797956,2022年1月29日,当时去的时候因为太冷了 只看到了冰雕  跟10分钟左右的一个短片 是折射到石头上的高科技 还是非常值得去 看一看的 建议去的小伙伴可以到店小吃 零食 暖贴等。里面也有商店 但取暖的人还是比较多的 推荐晚上去看看！,1
HYUNDAICOD,2022年3月10日,哈哈哈哈滨州这样可以可以自己在家呀别这样可以,1
NKZ830430941,2022年3月7日,很有特色，物超所值，带老人孩子看看很不错,1
匿名用户,2022年3月7日,冰灯很好，大人孩子都很喜欢，强烈推荐,1
mxH352521302,2022年3月6日,特别美丽的冰雪世界，跟今年冬奥很搭配。值得一去！,1
匿名用户,2022年2月5日,说是龙庆峡景区，其实就是一个冰灯，几百平米十几分钟就看完了，而且毫无新意特别无聊，竟然一百块钱，开车一个半小时，三个人杂七杂八花了五百结果就是花一会的时间看了个寂寞。。。,0
匿名用户,2022年3月7日,冰灯很好，物有所值，推荐带孩子来玩,1
招牌菜貔貅,2022年3月1日,一般般吧，凑合。很普通，以前去过一次，没什么改变,0
Zsl508963016,2022年2月2日,差评差评差评！简直是了，赚钱不要命了！大疫情的不限流，人山人海，堵车两小时。排队半小时，买个煎饼一小时！限流限的是排队的流，说了不用换票拿身份证就行，到那不识别，那份捣乱！真是骂骂咧咧进去，骂骂咧咧出来的！,0
FTe711193087,2022年3月1日,不错的一次旅行，环境优美，北方的丽江,1
tina.sun.china,2022年2月13日,千万别去！忠告不信拉倒。 人多，路堵，排长队，灯太烂。 美团上买票还是很方便的，刷身份证就可以进去。,0
铄辰,2022年2月26日,没啥人，还可以，不是很冷，可玩性不是太高，设施有些少,0
匿名用户,2022年2月26日,只说缺点，人太多，附近交通比较混乱，剩下都是优,0
蒋67,2022年1月27日,只能看冰灯，其他所有景点都封上了。冰灯雕的跟劣质塑料一样；还有所谓的灯光秀，晚上拿个手电筒找个墙照一下都比它的好看,0
匿名用户,2022年2月17日,冰灯一般般，可能在北京已经不错了。冲着免费儿童游乐园去的结果停业了，全当公园遛弯儿吧。,1
刘斌548,2022年2月14日,没有想象那么多好玩的，冬季地方不是很大，要进景区要走挺远，进了景区能看的冰灯很小范围,0
琴音萦梦374,2022年2月27日,「冰灯」，雕刻的栩栩如生，特别好看，值得一游,1
李沅珊,2022年2月24日,人多，交通便利，就是停车场太远了，干什么都要花钱,0
Osr689502622,2022年2月9日,感觉没有往年做的好，不过投影影像挺好的！,1
匿名用户,2022年2月12日,景区的第三卫生间就是摆设，竟然不开！这让母子或父女（孩子很小）怎么上厕所，差评！！！,0
YAOYUE3344,2022年2月24日,也还行，挺漂亮的，有机会的话带朋友一起去,1
匿名用户,2022年2月4日,设施一般，环境不错工作人员服务态度一般般,1
mSJ94937211,2022年2月20日,还好 真的挺冷，冰灯没有里面冰瀑布好看。,1
rWn101968731,2022年2月16日,特别无聊，一点儿意思都没有，以后别跟我提龙庆峡冰灯倒给我钱都不去,0
皮螃蟹,2022年2月26日,不错,1
only宝贝婷,2022年2月17日,过年期间，这里边的臭豆腐很好吃，哈哈，其他的食品一般吧。,1
mdY124285882,2022年2月10日,人还没进去，身份证就刷完票了，再刷就是无效的票，怎么解释都不行，明明票已经买了，就是不让进！也没有人帮你解决！,0
MTG零点,2022年2月22日,我们看夜景还不错，有机会白天去玩一下。,1
匿名用户,2022年2月17日,春节期间人太多了，停车场需要等，景区里都是人。,0
木公子,2022年2月25日,很好，怒赞！,1
木公子,2022年2月25日,很好，怒赞！,1
rWn101968731,2022年2月16日,一点儿都没意思，第一次看冰灯希望越大，失望越大太没劲了,0
星星0009,2022年2月12日,还可以吧，冰灯，人员组织，管理，都还可以，但是就是觉得100有点多了，少点就好了,1
WtC267115606,2022年2月19日,冰灯挺漂亮的，去了两次，夜景更漂亮。,1
hfi754950426,2022年2月17日,从北京城跑来一趟，冰灯十分一般，游乐园停业了！失策！,0
kXG102529427,2022年2月13日,什么垃圾玩意，100块钱过来路程2小时。观看15分钟完事。这4A充值的吧,0
lEN559345995,2022年2月16日,太尼玛冷了 没啥意思也就看看景色 关键太冷 没心情看啊,0
匿名用户,2022年2月20日,真心真心一般般般般，性价比太低,0
