content,emotion_scroe
姐这个造型好美,0.9790598880216304
头发末端可以再自然一些,0.49305240784982174
戴森为A姐定制的造型耶✌超美超帅的吧好伐,0.9972289808789977
像极了用502胶水粘呢发型，外加这动画般呢面孔；要不看其他作品还真以为是电脑刻画特效,0.9620873739152124
换个运营吧，好好的一个IP搞砸了,0.006755230996251083
所以数字人是找个真人把皮肤磨皮到最高，,0.9330905493671375
时热度还蛮高的，现在和素人差不多了已经,0.9011285205861376
要是每张照片脸处理的都和头像一样细致就好了,0.453211981950823
应该是真人，只是p了一些而已,0.8227635765890097
做的不错就是运营不咋样，视频做的都啥玩意，能有粉？,0.16354918242115235
"做了这么久还没突破，一直都是图片，
动起来动起来。像人一样",0.9005166318448736
咱就是说实在做不出短视频可以不做,0.1680051687567633
就是抄七龙珠的18号搞了个虚拟偶像到现在也只能二维图是么，连个动画都没。。。,0.15329628278787455
为啥都是图片没有动态的视频？,0.06389932710381929
长好看是不是运气也有加成啊,0.5346538630359924
听人劝吃饱饭，能不能换个剪辑方式,0.052409739207422645
背景音乐为什么这么耳熟,0.8356264569176544
知否配音真的很绝,0.6401969611393015
好水啊….一张后期加一堆实拍,0.27924080947959395
看不出来是数字的啊，凉的也太快了,0.6198495768750035
脚趾太难看了，能顺便把脚趾改一下吗？,0.29119422859670485
全静态的。。。。无语。。。。只能说明你捏的好，还会配图搭建场景。。。。,0.03399663523431429
你能动一下吗，这叫数字人，笑了,0.8972914521470514
为什么都出不来视频，总用图片可不行啊！那她就不是熟悉人，只是一个平面形象。可以合作制作哦！,0.5678962270382412
虚拟人黑头发也会长出来[泣不成声]也要给新头发补色？,0.5608956431237113
虽然是假的 但是挺好,0.8129776659132977
高级感油然而生,0.5247186179240106
和头像有 区别 头像年轻,0.7937889586620005
他不是数字人吗我咋感觉他是真的人,0.8181712567516459
虽然但是和以前比起来真的有点点的土气救命,0.7661547411140718
这服装妆容仿佛县城姑娘,0.612809950073019
就说什么时候直播吧,0.2237847658859452
不存在的人是那么美好、可惜她却不存在、对于我一个有血有肉的人而言、她毫无意义,0.8118955505693729
有谁知道这个美女是虚拟出来的还是真实的呢？,0.6882511291172033
天 她还有思想 可以自主沟通 打游戏？,0.9283865874048356
我想问一下那她在显示生活中，能看得到吗？,0.7445012850687518
终于可以粉一个不会塌房的存在了,0.4243570521003762
说起来就很奇怪 看这脸居然我还觉得眼熟,0.08492364164097554
这个数字人到底是机器人还是虚拟人？还可以和明星打卡。,0.9253446828097538
感觉是找了个真人拍完，把头脸换成啊呀咦的模型,0.8122783202961529
这真的是数字人吗 这么逼真,0.9297661596980464
除了脸和，头发是虚拟的，我感觉不出别的是虚拟的,0.2510131153871571
头发连动都不动，估计虚拟的,0.15728252080903804
我真的很想知道 数字人带货真的有人会买吗……,0.9652494340443322
你自己会发小红书吗，还是工作人员帮你发的,0.3095481095190542
哇塞这个妆容显得太美了吧,0.7010504737054011
这个技术也是绝了,0.4302286736274855
这也太酷了吧！制景,0.54326435854958
风衣很飒飒,0.6005895981186729
丝绒裙看起来好优雅！,0.978522765000614
中式风格好爱好爱姐姐真美,0.9992604068810932
AI都要走新中式风格啦~,0.879460435465359
这个穿搭真好看，很有气质,0.8445521070288451
这姐子的穿搭真的绝了,0.3525365090997159
超喜欢看你分享生活～,0.984844771183876
果然是酷酷的美女,0.34329539654803887
A姐七夕穿这么美，不知道收到花花了没呀,0.5675498065937284
姐姐好美！衣服颜色和晚霞很搭,0.9833020164383001
这套好有气质,0.6117295695113586
立马下单好吧，跟着a姐不会错,0.24226895429937834
国际品牌+国际代言人,0.6282310022652062
太厉害了吧 既然这种都还有ai,0.24294843808451605
和你一起领美，和你一起变美,0.9741391142695656
哇塞 a宝更新了 冲冲冲！,0.19485488064387224
这么高级的冻干粉 新品感觉不错 想尝试一下,0.49558580268533936
这个ip怎么还能接到商单 有人care吗……,0.3409615568052793
理性讨论一下，用AI数字人做美妆广告...有说服力吗？毕竟她的皮肤跟人类皮肤....,0.9959880929005401
这么高的颜值一整个爱住,0.7326912281808833
五官好精致,0.8495561943330929
时尚感直接拉满,0.8998130211394625
真没有......如果我刷到很好看的图我会点进那个人的主页看看其他图是不是基本都是我喜欢的风格再点关注，然而这个人的主页我从来没有印象看过并且说实话大部分图都感觉很假不是我喜欢的风格，就更不可能关注了......,0.9910443519258111
这组照片好有感觉,0.768585679245905
创意太棒了,0.9898861964329452
刚想说怎么这么假，结果一看是虚拟idol,0.4637432179941311
OMG概念好绝,0.875214349849314
好酷啊 好期待,0.9426561506509606
地铁站拍照片也这么好看，好看的怎么拍都是好看的,0.9665264831466194
又现实又梦幻的感觉,0.9732432119786818
好有cp感哦 我还以为是真人呢,0.8393728514873249
哇……这样的美人美景值得流连难忘,0.9892229948637278
除了羡慕嫉妒恨，没有别的,0.9980218085437319
好想和姐姐一起合影,0.3845361923551682
前排打卡啦啦啦！我也要合照,0.44767845850986676
这个妆好米呀,0.4776340907500628
因为动作太复杂，建模太累了,0.5388728278602903
Ayayi很美很真实，可是虚拟人并不能试用现实世界的产品，这个代言的逻辑我看不明白，谁能指点一下,0.9943806684322234
感觉a确实是国内数字人里面最好看的,0.9625317707317529
这波上新邀请AYAYI就是很合适啊承认AYAYI这个IP很有科技、时尚、潮流的感觉很难么,0.9904448674071388
看来嘴巴还不能动啊,0.08544213379584942
本身找虚拟人代言，利用的就是人家的IP调性吧，这也是虚拟人代言跟真人比起来的优势啊，评论区这么多装懵的,0.7410994493768405
这个造型没有之前有辨识度，但也很好看,0.8877712601010144
好有科技感,0.9187744673860805
看起来效果好好，被a姐种草了,0.9655141628866853
调性确实很搭,0.7833121090086462
好僵硬 戴森这么想不开,0.37344419574866417
ayayi不能做表情吗,0.5024003803079526
假的要死,0.29279978336291
和姐姐对视很难不心动,0.7672187954821377
是心动的感觉,0.8228435460688047
少执着于表面，对探究下深层面的东西,0.9924787433976479
实话说，有点ai生成图片的意思，虽然身体是真人，但是脸 。。没灵魂。 而且光有个好看的皮.. 我是不明白为什么有虚拟人这种项目存在，只有外表的ip没有内容，没有深度，没有故事,0.955940631425161
这个题材是真的非常好的！,0.7470877074725526
好会搭配，眼光棒棒哒,0.6696102774987002
这配色真牛逼。,0.607237894129348
欢迎收看随便一张都是头像系列,0.4182681548399705
A姐的穿搭越来越潮了,0.746053415047014
p图技术再练练吧，根本就没本人好看，从拍摄的角度来看，摄手法精准角度清晰可见背景平实而不失风采独特堪称现代拍客之经典巨作这张照片平淡显示出不凡的焦点可谓是美不胜收，出道吧，我带着七大姑小大姨给你投票,0.9999999999798324
A姐真的跟上了时代的步伐,0.9018821461978
你怎么那么好看又那么可爱！,0.9037168906081114
被图三吸引,0.7099202193056946
皮肤真是棒,0.9527560097998161
有够占便宜的，一毛不拔就拿走了我的心,0.6600645032864167
get新的拍照姿势,0.40848345545645537
这穿搭我一整个爱住,0.6277280183845587
烙铁真会穿,0.6155987804206715
支持！全网第一个国产漫改鞋,0.32484835065009954
跟着A姐学拍照,0.9487874386162167
又酷又飒,0.7159768025103195
姐姐又酷又飒爱了爱了,0.9804436770314494
好会拍，氛围感拉满,0.5768697213477483
这张照片拍得好赛博朋克的感觉呀！,0.20679147628563588
女明星出街！,0.8570918104546744
她不会她资源很好，保持稳定输出我认为才是王道贸然行动会打破之前的某些设定，计划和部署，谢谢(因为我喜欢虚拟人)，希望我的评论不会对你有太多影响,0.7206545219362585
衣服装配象了，妆容表情还是网红的样子,0.603443620333454
你这张照片很适合放在滑板下面 很帅,0.6730831316216298
好高级,0.5052722893854905
这眼神把我杀死了,0.9043350285434661
姐这么漂亮就连溜的狗狗也这么靓,0.9962231983756322
人工智能生成的人物也能这么多粉丝,0.5254635578192494
好家伙，属实飒到我了,0.14809602422870527
姐姐也太酷了吧，一整个爱住！,0.8528723470578392
感觉好不一样丫！眼神好杀！,0.7659835293164221
普通人不上班，像你一样难道也会有饭吃?,0.5726405505306987
姐姐这件泳衣好好看显得身材好好，腿好长,0.9986403144473835
这个绿房子拍照好出片哦,0.8759481116566245
哇姐姐这个照片在哪拍的！好出片哦,0.8052050204922283
越来越假背景感觉都是p上去的,0.8014897494915652
就喜欢氛围感好的地方,0.9426710534196296
好喜欢这个设计，紫色和黄色碰撞好好看,0.7559994315858442
我建议ayayi可以穿苗圣爱的虚拟时装，真的是很好的合作,0.570169358890658
如果我在她旁边，我能看见她吗？,0.4752066115702477
这身穿搭真的爱了美女怎么穿都很飒,0.9226026117612999
这套好好看，这衣服骑车绝了,0.8935701272817718
好漂亮啊 造型一百昏,0.9823162579927533
这个眼妆好好看呀！眼影不错哎,0.9571286446377771
这个妆容好干净啊，好高级，求妆教,0.8641360407238127
这个眼妆好漂亮啊,0.9326652666717784
两个人，对视，4k画质，高品质，杰作，美女，对视，精致的五官刻画，精致的头发刻画，精致的眼睛刻画，白色短发，丁达尔效应，氛围感，绚丽的光影,0.999999999095406
用的是哪个AI,0.5
你的ai绘画和我的好像不一样的 为什么你的这么智能,0.3247023667534421
姐姐穿红色太美了吧 跟菲拉格慕品牌超配的！！！,0.7331759324499034
感谢品牌方让我们看到这么美的A姐,0.9519288557058291
数字人也这么会穿搭的吗？,0.8322024592139317
讲真的，挺感兴趣的,0.9387155641629731
数字人也要打工的吗看来大家都是打工人,0.966645364910597
"主页进去了 怎么看像塑料人
这是虚拟的吗 我居然信了
Omg，AYAYl居然回我了",0.0015954104408346659
风格有所突破啊，姐姐太适合浓妆了，好美！！,0.9929502515912038
想看香水展还有虚拟服饰展~感觉很新奇耶,0.9473788003982309
我也想去打卡,0.504944793460378
厉害了，姐姐都办展览了~好漂亮啊~,0.8771706305138776
AYAYI也开展了，好想看啊，希望下次能办巡展，说不定就能看到了,0.5839914767157194
看上了眼珠子又看上了发色,0.824401639794062
甚至可以剪个同款发型,0.4976539082828412
感觉有点像混血儿，太好看了,0.8269884405526264
好科技感的美瞳，每一款都好好康哎,0.9854156525649483
好喜欢赛博街区！未来科技感,0.9984732198251387
线下我能看见你么,0.5159397192918976
糟了！是心动的感觉,0.3763784838740123
耶，雅阁也是我的梦中情车，竟然和AYAYI梦幻联动了，爱了爱了,0.8140739998028841
车好酷啊，和姐姐好搭,0.9566034796044065
这个美瞳真的又吸引到我了！好好看！,0.9462367768679649
moody 的宣传广告也太棒了吧 戴上美瞳就犹如看见浩瀚宇宙一样这个寓意太好了,0.9999838972818385
给设计师 点个赞,0.8336955934633417
也就看了十来遍,0.8789389571720675
这同款必须get了，，美女和好看的眼珠子绝配啊！！！,0.17813280261031772
绿色好美！宝贝可以原地结婚吗,0.9777633466189567
这张脸穿什么都好看！绝了,0.44332001394110687
最喜欢的博主和最喜欢的品牌梦幻联动了 太激动了谁懂 对MONCLER喜爱程度更上一层楼 有种穿梭在未来的科技感 希望以后多多合作 我爱看,0.9999987609252262
穿这么漂亮衣服的人，怎么能有这么好的气质,0.9646840267842712
高冷清酷可爱，银色彰显非凡，探索未知世界的美好生活！,0.9999990600159907
这个展览好有沉浸式的氛围感,0.9885679148290889
AYAYI好贴心，还给了看展穿搭小tips,0.9321896623146461
好美的腿好飒的气场，黑色套装真的太种草，get同款能不能把ayayi也送我,0.9969496302273573
今天的你也是宇宙独一无二的可爱，与众不同的可爱，表里如一的可爱，所有的科学道理也解释不出的可爱,0.9998079862908593
姐姐的穿搭永远穿到我心坎里的,0.81061820121068
这个图拍的好有创意，把姐姐和玉兔都拍的可可爱爱的,0.9995015850343073
这个图片拍的好有感觉一整个爱住了,0.6604101841860508
泳衣配雨靴，果然是穿搭博主能穿出的style,0.8839835850320445
又到了穿搭博主上身秋装下身裙子的搭配季节~非我等凡人能借鉴的，期待A姐出一些更日常的内容～,0.9911464218019432
A姐眼神若有所思的样子,0.9130231178674222
上周末去看展，里面全是拍照的，没啥艺术气息,0.9776412538243411
日常也太爱了,0.8800230262755208
ayayi 原来会笑啊，我一直以为你是机器人,0.6788887702295465
百变的风格，每次AYAYI都能完美驾驭,0.9455647242571151
你还是穿显身材的好,0.9657967388875024
漂亮姐姐入秋的仪式感满满，包包和美女的搭配一瞬间就有秋的感觉了,0.9999229490372691
这看着也太假了,0.5063887974136886
主要靠建模师渲染技术和显卡的香气,0.8123080107440925
脸不太真,0.1279706549099442
好有氛围感,0.908235621373933
我想说身材怎么可以这么好哇,0.881566246379564
数字人也要防晒嘛？会不会变黑,0.7806370260901574
不管工作多忙碌，也要停下脚步感受不一样的生活方式，跟随博世产品，放眼未来，多姿多彩。,0.9999925248621592
哇惊喜联动！家里装修有参考了攒攒钱买ayayi同款,0.6665314094037452
这就是我想象中的未来的生活方式啊,0.9950934017886375
城市生活应该是快速的，但是还是要慢下来享受,0.9419588657514962
这简直就是我未来的城市生活 生活方式呀！场景好高级，好漂亮太安逸舒适了,0.9999559806572716
这样的生活真的很享受,0.9698656210234364
未来的城市生活是智能的、高效率的，博世完美符合了我对未来生活的想象，跟姐姐一起来到博世，探索未来生活新纪元,0.9999999978804046
我觉得未来城市的生活应该是满满的智能化吧！AYAYI今天白色的西装真的好酷，感觉你旁边那个冰箱好高级,0.9989520447796976
这个腿我属实羡慕了,0.9157594368430177
头P太小了，原模特头身比和这个脑袋完全不搭，显得脖子比头还粗，以后可以往协调的方向调整,0.3297828470763503
爱咖啡者的打卡圣地我也想去！能蹲个偶遇吗,0.6547093574799282
活捉本人，下来评论了好有意思，就应该多来和我们说说话，快点翻我牌,0.6101659249120465
看来数字人也要定期聚会维系感情,0.8471278187998419
"A姐若有所思的样子,在想什么能告诉我吗",0.7254493431968558
叫美术团队用点心吧，这脸运动时没表情，这肢体动态毫无张力，静态怼脸照出不了错，运动主题的太别扭了,0.209827382995312
额。。虚拟偶像，区别于日本动漫那样说生生的人设，虚拟偶像的产生原由就是成为资本家圈钱的工具，没有人设，没有内容，只有摆拍 这玩意会有人喜欢吗,0.9571977029714289
说老实话，我真不是酸或者恶意，只是这个图都修得我分不清，到底是真人拍的照片，还是动画CG？看了评论区才知道是真人。修图是自由，爱美之心人皆有之。只是修到这个程度，适得其反。本人善意的建议，如不适，抱歉。,0.5498644743896323
虽然飞盘都挺假的，但你们这不仅假还很做，麻烦告诉造型师和摄影师，参考方向选错了,0.7069375402149338
这连建筑效果图都不如，目光呆滞，脸色塑料，技术员离裁员不远了吧,0.7510411565970501
我以为又出体感游戏了，不对，体感游戏的人物也是面带表情啊,0.9471970867026764
这建模不错，很像真人啊,0.9969473073457504
双眼无神，面无表情，拍照也不能这样拍吧,0.04976319283467023
建模脸,0.7229582576539947
这是两个假人儿吧,0.3998735310101622
这过于精致了,0.7505969026291309
之前就很喜欢姐姐和自然堂～这次梦幻联动当然要好好支持一下啦这次的灵感和总体设计配色都好棒好喜欢💕自然堂本身也是一个非常优秀的品牌，希望和姐姐一起可以创造更多美妙的时刻,0.9999999999553331
连风和阳光都会嫉妒吧，好像从清纯漫画走出来的女主角，这样的美貌简直就是人类洗眼液！必须支持国货啊~,0.9996566277813421
紫色的自然堂喜默因跟漂亮姐姐简直太配了，一整个爱住了,0.7539878323038781
这个场景好漂亮,0.9704189426430596
小姐姐这次的图图又高级又唯美呀,0.9768878866198915
科技感满满,0.8925802128475576
我可以和你做朋友吗,0.6895635733154736
建模脸，这身材绝了,0.9593166216519199
虚拟人也需要减肥吗我好讨厌身材焦虑 但是看到自己长胖一点点又开始焦虑,0.998994443696984
什么和我神似,0.5
第一张太酷了吧，虚拟配饰普通人可以戴吗？,0.9953120784711055
虚拟配饰的设计可以突破各种限制，更大程度上实现艺术畅想，我从这两张图上确实感受到了，期待AYAYI更多分享,0.9998349287978595
虚拟配饰确实比真实配饰设计空间要大一些,0.9243604954919623
数字人也会对自己感到迷茫吗,0.9891535044466618
有一说一，你设计的质感真好我看到别的也是虚拟衣服的但是那个效果真的很假就感觉还不如图，你这个高级感质感就在了,0.9323878224810694
这款比我看到小红书上别的效果好太多了这个真的立体而且真实诶,0.9307403922723176
刚想说你这件是最没有违和感的然后发现你也是建模人,0.9051012379731664
可以去偶遇哦,0.4869103343988235
现场太梦幻了，简直是童话世界,0.985654114097799
我也很想去偶遇你，尊的太美了吧这个造型！好可爱啊,0.9864697639508085
人美身材好一身的艺术气息 真的是好惊艳啊 以后也要多多分享,0.9999963003577895
咱就是说这个活动氛围也太浓烈了吧 一整个狠狠爱住啦,0.7651657920784976
优雅又高级，真的超美啊，不愧是我们川沙妲己,0.9999463021344608
姐姐好米气质感爆棚，配上这款裙子看着让人着迷，一整个爱住了,0.997912035724325
精彩绝伦的表现力看上去真的是太有魅力了，的确是相当的惊喜啊,0.9994487022570666
被这身装扮给美到了，特别有氛围感，我也好想去实地打卡一下，想要亲身体,0.9551428459921812
这身造型呈现出无与伦比的高级感，超级有魅力的，充满了浪漫诗意。,0.9999949536228467
温柔与冷艳并存的妲己美得让人着迷，不得不信姐姐是有魔力的,0.9989797395630161
不得不说宝贝的颜值也太高了吧，时髦气息爆棚，看着就特别有吸引力,0.873838758114514
好像身临其境去打卡，这一次天猫可谓是给我来了一场大惊喜,0.9992621569253666
这个主题活动还蛮有意思的嘞！,0.9143619913976645
救命姐姐这一身穿搭真的好美呀 太让人心动了 好羡慕去迪士尼的每一个人呀有机会我也要去,0.9999988035072375
这是真人还是数字合成的？,0.6317337632152134
已经这么先进了嘛，原来科技已经很深的融入进我们的生活了,0.9992813953742323
我们一起来看看双11还有什么优惠吧[憧憬]最近缺纸巾，刚好要购入,0.5664944296539568
这也太赞了 不输真人呀,0.8501598100548057
太全面了，想要更好的生活或给生活更好的品质天猫是不错的选择，当然双十一就不能错过,0.9997894078653655
好喜欢抱抱这个发色 好科技感的颜色必须要去淘宝看看活动,0.9952527435423743
这真的太厉害了啊，真的是高科技满满啊，一定要去看看啊,0.6685540599294866
我都分不清楚是真人还是合成的了感觉很像的样子,0.3906983302901198
脑洞太大了和真人没有违和感,0.918614095214342
AYAYI女人懂女人的心思 数字人可以针对我们给出合适的推荐,0.9659399189280299
现在的AI技术已经达到这个程度了吗，太的太强大了,0.3738094962177019
真的分不清谁是谁了科技就是牛,0.733619143882459
视频里的数字人和真人一样有亲和力。,0.992729041542249
AYAYI太酷，这样的方式好新颖,0.9052404654795921
数字人带货是越来越成熟了,0.97639957702221
AI的科技太厉害了啊,0.40735941104354023
数字人和真人一样有亲和力啊好漂亮,0.9994970519427633
要不要这么卷的，创意好nice,0.9690333763323975
感觉蛮多元化,0.707180148684037
好棒的创意，要能让我也加入就再好不过了,0.9774245428336802
这样的创意我给满分！,0.9700695488307891
打破常规不被定义非常的个性,0.8621368775508742
虚拟现实的结合还挺完美的,0.9743517220905771
谁这么有才华呀，创意满分,0.9959843406144547
这样的穿搭好好看,0.6185921050980515
很有故事感,0.9151068641370225
时尚感拉满了已经,0.8076948454712396
:靴子太个性了，是我喜欢的款式,0.6474432493581632
这个身材真的有羡慕到,0.9972710259864355
感觉真的是时尚感爆棚,0.9296577053227161
没有人能拒绝得了这第一眼看见的怦然心动,0.5588415233928964
不管是虚拟的还是现实的，他都有活力,0.9697022061678151
保持这个营业速度,0.7193782547760442
多多营业,0.6763734625516056
这个营业速度爱了,0.8727999285457173
真的好久不见了,0.5858796007828936
虽然本人没有艺术细胞，但这个一看就很厉害的样子,0.8899951027881223
非常优秀，虚拟的也这么努力,0.9341976615064733
感觉非常的有个性，一起期待完美的时尚,0.9988790343941394
女孩子最喜欢的穿搭，时尚又有活力,0.996323330031153
这么优秀的设计师一定非常的给力,0.7953872744360777
非常期待现实与生活的完美结合,0.9877867407073355
还拥有自己的想法的，一起get起来,0.9681862482815938
隔着屏幕都感受到了时尚的气息,0.974291896622908
现在的虚拟也挺有创意的,0.9762221582668343
跟姐姐一起学审美 了解历史啦,0.9636145721579634
大片既视感,0.649706405905443
这个创新真是太棒了,0.966155396403506
数字与实体有点不可思议，让我们见证奇迹吧,0.9807463147405322
AI也有无法表情管理的时刻,0.6014683926986952
好久没见了呀，多更新呢,0.44840649735686156
所以说A姐设定是可以变大吗,0.6645879096911261
这样的方式也是很新颖啊,0.9060633147986219
妈呀有点吓人哈哈哈,0.8765212561018433
咱们就是说真的整个心动了,0.6965802390969422
真的太羡慕了吧我也想要和姐姐合影,0.948383909330775
真的很想和姐姐一起参加,0.9514022602836282
感觉现场好有意思啊,0.7050724716194368
我也想到现场去体验一下,0.3165727774170428
全新科技感真的厉害了,0.8221121307411055
很有意义的活动,0.8167629588757233
能在地铁上看到a姐的海报吗,0.2939155970139896
在地铁上来个偶遇吧,0.7151598722417446
换种发色也是很不错的呢,0.8979850850893625
终于等到高清的蓝发小姐姐,0.9085804081703961
品牌方是真的有眼光,0.7457722449607808
换种心情,0.4799597305259564
一起换发型吧,0.2568513988453974
姐姐头发看起来就好柔顺,0.7886445610140863
我也想换发型了，长到尴尬期了，羡慕这发量,0.8221260881032283
最喜欢眼妆，青春靓丽的眼神,0.9998616814105284
眼晴眉毛画的相当有神彩,0.5579303061905045
五官的和谐度和氛围感有了，怪不得妆造这么好看,0.9581043751663189
这个妆容好喜欢啊，出教程吧，让我们大家都美美,0.9964373918996872
是动起来的姐姐耶,0.4544624970756588
这下可以解锁更多发型了,0.5520662980976165
你黑长直是什么样子,0.6917430041901919
期待AYAYI留长头发看看,0.523090675624771
能dream一个卷发嘛,0.45239096472125984
感谢邀请，期待AYAYI新造型啦,0.9155363356902099
银灰色短发有一种太空科幻片感，酷而美,0.9968266879456666
现在的造型就很美，换新造型就更让人期待了,0.9972645470303851
给我们带来很多惊喜,0.9462625185140485
好奇李佳琦在直播间是什么样的直播体验？对空气互动吗,0.5729378523593908
品牌方爸爸这个广好有创意啊奇思妙想的想法,0.9994310707053202
好有创意的品牌方呀,0.9566204421522126
